date,country,state,county,fips,lat,long,locationId,actuals.cases,actuals.deaths,actuals.positiveTests,actuals.negativeTests,actuals.contactTracers,actuals.hospitalBeds.capacity,actuals.hospitalBeds.currentUsageTotal,actuals.hospitalBeds.currentUsageCovid,actuals.hospitalBeds.typicalUsageRate,actuals.icuBeds.capacity,actuals.icuBeds.currentUsageTotal,actuals.icuBeds.currentUsageCovid,actuals.icuBeds.typicalUsageRate,actuals.newCases,actuals.vaccinesDistributed,actuals.vaccinationsInitiated,actuals.vaccinationsCompleted,metrics.testPositivityRatio,metrics.testPositivityRatioDetails,metrics.caseDensity,metrics.contactTracerCapacityRatio,metrics.infectionRate,metrics.infectionRateCI90,metrics.icuHeadroomRatio,metrics.icuHeadroomDetails,metrics.icuCapacityRatio,riskLevels.overall,metrics.vaccinationsInitiatedRatio,metrics.vaccinationsCompletedRatio,actuals.newDeaths,actuals.vaccinesAdministered
2021-02-05,US,LA,,22,,,iso1:us#iso2:us-la,409861,9076,481127,4800923,800,,9688,1135,,1860,1337,317,,866,746550,404021,131355,0.057,,38.7,0.09,0.78,0.1,0.38,,0.72,3,0.087,0.028,32,536404
2021-02-06,US,LA,,22,,,iso1:us#iso2:us-la,409861,9076,481702,4809851,800,,9351,1063,,1873,1307,304,,0,769750,419327,150219,0.057,,38.7,0.09,0.77,0.1,0.35,,0.7,3,0.09,0.032,0,570731
2021-02-07,US,LA,,22,,,iso1:us#iso2:us-la,411812,9119,482075,4813616,800,,9172,1041,,1870,1282,304,,1951,769750,431119,167576,0.055,,34.4,0.1,0.76,0.1,0.34,,0.69,3,0.093,0.036,43,599941
2021-02-08,US,LA,,22,,,iso1:us#iso2:us-la,412989,9142,482711,4824233,800,,9252,1038,,1858,1280,298,,1177,,,,0.054,,35.0,0.1,0.75,0.1,0.34,,0.69,3,,,23,
2021-02-09,US,LA,,22,,,iso1:us#iso2:us-la,414354,9162,483382,4841673,800,,9757,1005,,1871,1330,286,,1365,880150,438336,180112,0.053,,31.2,0.11,0.74,0.1,0.35,,0.71,3,0.094,0.039,20,619729
2021-02-10,US,LA,,22,,,iso1:us#iso2:us-la,414687,9212,484137,4860831,800,,10021,966,,1876,1369,277,,333,882350,448139,189574,0.049,,26.0,0.13,0.74,0.1,0.35,,0.73,3,0.096,0.041,50,639019
2021-02-11,US,LA,,22,,,iso1:us#iso2:us-la,417415,9239,484925,4880863,800,,9840,899,,1892,1341,278,,2728,894850,448139,189574,0.045,,25.9,0.13,0.74,0.1,0.34,,0.71,3,0.096,0.041,27,639019
2021-02-12,US,LA,,22,,,iso1:us#iso2:us-la,418585,9276,485953,4903406,800,,9705,851,,1867,1339,270,,1170,894850,482025,217681,0.045,,26.8,0.13,0.74,0.1,0.34,,0.72,3,0.104,0.047,37,701110
2021-02-13,US,LA,,22,,,iso1:us#iso2:us-la,418585,9276,486695,4917332,800,,9191,783,,1853,1303,255,,0,895150,501286,232766,0.044,,26.8,0.13,0.75,0.1,0.32,,0.7,3,0.108,0.05,0,735622
2021-02-14,US,LA,,22,,,iso1:us#iso2:us-la,419891,9292,487165,4923334,800,,8969,774,,1859,1256,242,,1306,895150,518682,248848,0.044,,24.8,0.14,0.76,0.1,0.29,,0.68,2,0.112,0.054,16,769155
2021-02-15,US,LA,,22,,,iso1:us#iso2:us-la,420394,9325,487477,4930187,800,,8851,759,,1841,1222,240,,503,,,,0.043,,22.8,0.15,0.77,0.1,0.28,,0.66,2,,,33,
2021-02-16,US,LA,,22,,,iso1:us#iso2:us-la,420394,9325,487827,4936785,800,,8920,773,,1841,1240,233,,0,895350,528052,255269,0.045,,18.6,0.19,0.78,0.1,0.28,,0.67,2,0.114,0.055,0,784976
2021-02-17,US,LA,,22,,,iso1:us#iso2:us-la,421018,9391,488436,4951423,800,,9022,755,,1829,1242,226,,624,900725,531448,258404,0.045,,19.5,0.18,0.8,0.1,0.28,,0.68,2,0.114,0.056,66,791574
2021-02-18,US,LA,,22,,,iso1:us#iso2:us-la,421846,9406,489042,4967237,800,,9129,743,,1841,1288,220,,828,928425,533933,259851,0.045,,13.6,0.25,0.81,0.1,0.28,,0.7,2,0.115,0.056,15,795511
2021-02-19,US,LA,,22,,,iso1:us#iso2:us-la,422287,9440,489764,4985835,800,,9204,727,,1840,1271,210,,441,987625,572666,285057,0.044,,11.4,0.3,0.83,0.1,0.27,,0.69,2,0.123,0.061,34,859565
2021-02-20,US,LA,,22,,,iso1:us#iso2:us-la,422287,9440,490281,4997055,800,,9029,685,,1823,1274,203,,0,1012000,582482,293295,0.043,,11.4,0.3,0.84,0.1,0.27,,0.7,2,0.125,0.063,0,877683
2021-02-21,US,LA,,22,,,iso1:us#iso2:us-la,424176,9466,490787,5005866,800,,8963,660,,1823,1273,195,,1889,1042225,590652,301923,0.042,,13.2,0.26,0.86,0.1,0.26,,0.7,2,0.127,0.065,26,894519
2021-02-22,US,LA,,22,,,iso1:us#iso2:us-la,424644,9477,491673,5023743,800,,9139,649,,1840,1266,193,,468,1043200,585541,302205,0.043,,13.1,0.26,0.87,0.1,0.25,,0.69,2,0.126,0.065,11,903226
2021-02-23,US,LA,,22,,,iso1:us#iso2:us-la,426048,9503,492506,5049801,800,,9527,639,,1850,1379,183,,1404,1127670,587123,304651,0.04,,17.4,0.2,0.88,0.1,0.28,,0.75,2,0.126,0.066,26,907334
2021-02-24,US,LA,,22,,,iso1:us#iso2:us-la,426925,9528,493232,5073471,800,,9657,623,,1878,1322,181,,877,1247910,592378,312695,0.038,,18.2,0.19,0.89,0.1,0.25,,0.7,2,0.127,0.067,25,920794
2021-02-25,US,LA,,22,,,iso1:us#iso2:us-la,427689,9561,494031,5095844,800,,9792,607,,1870,1324,181,,764,1264780,601353,325913,0.037,,18.0,0.19,0.89,0.1,0.25,,0.71,2,0.129,0.07,33,943419
2021-02-26,US,LA,,22,,,iso1:us#iso2:us-la,428592,9587,494722,5116628,800,,9763,601,,1890,1336,186,,903,1281480,617832,343923,0.037,,19.4,0.18,0.89,0.1,0.25,,0.71,2,0.133,0.074,26,978234
2021-02-27,US,LA,,22,,,iso1:us#iso2:us-la,428592,9587,495188,5129405,800,,9398,583,,1873,1292,174,,0,1331680,640314,361607,0.036,,19.4,0.18,0.89,0.1,0.23,,0.69,2,0.138,0.078,0,1019381
2021-02-28,US,LA,,22,,,iso1:us#iso2:us-la,430100,9608,495580,5135449,800,,9169,576,,1867,1243,179,,1508,1331680,664121,374818,0.036,,18.2,0.19,0.89,0.1,0.22,,0.67,2,0.143,0.081,21,1056975
2021-03-01,US,LA,,22,,,iso1:us#iso2:us-la,430504,9628,496248,5154154,800,,9211,576,,1849,1224,182,,404,1331680,678364,379791,0.034,,18.0,0.19,0.89,0.1,0.23,,0.66,2,0.146,0.082,20,1076576
2021-03-02,US,LA,,22,,,iso1:us#iso2:us-la,431271,9647,496900,5181054,800,,9464,548,,1862,1274,168,,767,1479200,684129,381780,0.032,,16.1,0.21,0.89,0.1,0.22,,0.68,2,0.147,0.082,19,1084499
2021-03-03,US,LA,,22,,,iso1:us#iso2:us-la,431771,9668,497466,5204090,800,,9623,522,,1867,1282,163,,500,1482470,699188,389540,0.031,,14.9,0.23,0.88,0.1,0.22,,0.69,2,0.15,0.084,21,1107626
2021-03-04,US,LA,,22,,,iso1:us#iso2:us-la,432527,9686,498044,5223507,800,,9494,495,,1857,1266,156,,756,1515740,717682,401946,0.03,,14.9,0.23,0.88,0.1,0.21,,0.68,2,0.154,0.086,18,1139071
2021-03-05,US,LA,,22,,,iso1:us#iso2:us-la,433045,9716,498547,5242682,800,,9475,511,,1858,1262,165,,518,1576670,740587,418275,0.029,,13.7,0.25,0.87,0.1,0.22,,0.68,2,0.159,0.09,30,1179138
2021-03-06,US,LA,,22,,,iso1:us#iso2:us-la,433045,9716,498890,5252594,800,,9070,498,,1851,1223,161,,0,1640860,741136,418865,0.029,,13.7,0.25,0.87,0.1,0.2,,0.66,2,0.159,0.09,0,1179915
2021-03-07,US,LA,,22,,,iso1:us#iso2:us-la,433785,9748,499126,5257338,800,,8946,494,,1852,1220,162,,740,1640860,741681,419762,0.028,,11.3,0.3,0.87,0.1,0.2,,0.66,2,0.16,0.09,32,1180945
2021-03-08,US,LA,,22,,,iso1:us#iso2:us-la,434289,9758,499648,5272939,800,,9097,512,,1857,1196,161,,504,1640860,805777,461597,0.028,,11.6,0.3,0.87,0.1,0.2,,0.64,2,0.173,0.099,10,1277889
2021-03-09,US,LA,,22,,,iso1:us#iso2:us-la,434926,9769,500307,5299487,800,,9475,489,,1867,1264,155,,637,1739230,811301,465217,0.028,,11.2,0.31,0.88,0.1,0.2,,0.68,2,0.175,0.1,11,1286353
2021-03-10,US,LA,,22,,,iso1:us#iso2:us-la,435514,9812,500915,5322113,800,,9719,498,,1839,1249,145,,588,1787330,825386,475726,0.028,,11.5,0.3,0.88,0.1,0.2,,0.68,2,0.178,0.102,43,1309279
2021-03-11,US,LA,,22,,,iso1:us#iso2:us-la,435935,9828,501467,5340257,800,,9530,448,,1850,1241,132,,421,1824270,846690,487828,0.028,,10.5,0.33,0.89,0.1,0.18,,0.67,2,0.182,0.105,16,1340630
2021-03-12,US,LA,,22,,,iso1:us#iso2:us-la,436482,9861,501927,5356538,800,,9477,447,,1844,1223,133,,547,1834230,872278,505211,0.029,,10.6,0.33,0.89,0.1,0.18,,0.66,2,0.188,0.109,33,1379998
2021-03-13,US,LA,,22,,,iso1:us#iso2:us-la,436482,9861,502284,5364900,800,,9138,421,,1833,1127,125,,0,1890870,925322,540820,0.029,,10.6,0.33,0.9,0.1,0.15,,0.61,2,0.199,0.116,0,1464259
2021-03-14,US,LA,,22,,,iso1:us#iso2:us-la,437393,9884,502584,5369940,800,,8840,417,,1825,1114,131,,911,1890870,925437,540865,0.03,,11.1,0.31,0.9,0.1,0.16,,0.61,2,0.199,0.116,23,1464377
2021-03-15,US,LA,,22,,,iso1:us#iso2:us-la,437565,9903,502961,5383794,800,,8969,429,,1835,1119,140,,172,1890870,937967,550112,0.029,,10.1,0.34,0.91,0.1,0.16,,0.61,2,0.202,0.118,19,1484459
2021-03-16,US,LA,,22,,,iso1:us#iso2:us-la,438557,9925,503247,5397770,800,,9424,405,,1830,1193,135,,992,2048220,945870,554135,0.029,,11.2,0.31,0.92,0.1,0.17,,0.65,2,0.203,0.119,22,1494482
2021-03-17,US,LA,,22,,,iso1:us#iso2:us-la,439002,9955,503470,5410905,800,,9593,402,,1836,1207,137,,445,2062360,963135,563448,0.028,,10.7,0.32,0.92,0.1,0.18,,0.66,2,0.207,0.121,30,1519050
2021-03-18,US,LA,,22,,,iso1:us#iso2:us-la,439543,9974,503792,5423782,800,,9473,384,,1856,1217,137,,541,2096030,963543,563914,0.027,,11.1,0.31,0.93,0.1,0.18,,0.66,2,0.207,0.121,19,1519659
2021-03-19,US,LA,,22,,,iso1:us#iso2:us-la,439737,9988,504106,5437439,800,,9353,392,,1857,1223,137,,194,2118260,1008581,588561,0.026,,10.0,0.34,0.93,0.1,0.18,,0.66,1,0.217,0.127,14,1587368
2021-03-20,US,LA,,22,,,iso1:us#iso2:us-la,439737,9988,504350,5445302,800,,8943,366,,1857,1182,131,,0,2164470,1034428,605878,0.025,,10.0,0.34,0.93,0.1,0.16,,0.64,1,0.223,0.13,0,1629437
2021-03-21,US,LA,,22,,,iso1:us#iso2:us-la,439737,9988,504559,5448706,800,,8744,386,,1851,1166,126,,0,2164470,1055689,620467,0.024,,7.2,0.48,0.93,0.1,0.16,,0.63,1,0.227,0.133,0,1664443
2021-03-22,US,LA,,22,,,iso1:us#iso2:us-la,441066,10030,504906,5459327,800,,8988,393,,1870,1182,135,,1329,2164470,1072631,628583,0.025,,10.8,0.32,0.93,0.1,0.16,,0.63,2,0.231,0.135,42,1688633
2021-03-23,US,LA,,22,,,iso1:us#iso2:us-la,441771,10037,505200,5474980,800,,9437,391,,1859,1205,136,,705,2296150,1076810,631472,0.025,,9.9,0.35,0.94,0.1,0.17,,0.65,1,0.232,0.136,7,1695779
2021-03-24,US,LA,,22,,,iso1:us#iso2:us-la,442221,10056,505504,5488594,800,,9561,377,,1837,1201,120,,450,2363200,1094503,643026,0.026,,9.9,0.35,0.94,0.1,0.16,,0.65,1,0.235,0.138,19,1725080
2021-03-25,US,LA,,22,,,iso1:us#iso2:us-la,442620,10073,505799,5501376,800,,9411,361,,1840,1188,116,,399,2411250,1113976,655710,0.025,,9.5,0.36,0.94,0.1,0.15,,0.65,1,0.24,0.141,17,1756494
2021-03-26,US,LA,,22,,,iso1:us#iso2:us-la,443069,10087,506103,5514685,800,,9389,355,,1840,1223,118,,449,2445770,1133250,673816,0.025,,10.2,0.34,0.95,0.1,0.16,,0.66,2,0.244,0.145,14,1793002
2021-03-27,US,LA,,22,,,iso1:us#iso2:us-la,443069,10087,506316,5523306,800,,9015,342,,1827,1164,112,,0,2550580,1156621,696039,0.025,,10.2,0.34,0.95,0.1,0.14,,0.64,2,0.249,0.15,0,1838055
2021-03-28,US,LA,,22,,,iso1:us#iso2:us-la,443069,10087,506509,5526882,800,,8770,336,,1814,1136,111,,0,2550580,1177111,719571,0.024,,10.2,0.34,0.95,0.1,0.14,,0.63,2,0.253,0.155,0,1882190
2021-03-29,US,LA,,22,,,iso1:us#iso2:us-la,443905,10122,506778,5538137,800,,8812,335,,1815,1094,108,,836,2550580,1191044,735056,0.023,,8.7,0.39,0.96,0.1,0.13,,0.6,1,0.256,0.158,35,1911134
2021-03-30,US,LA,,22,,,iso1:us#iso2:us-la,444414,10132,507117,5554035,800,,9314,325,,1830,1158,107,,509,2705530,1195911,739320,0.024,,8.1,0.42,0.97,0.1,0.14,,0.63,1,0.257,0.159,10,1920242
2021-03-31,US,LA,,22,,,iso1:us#iso2:us-la,444933,10141,507396,5572030,800,,9362,331,,1841,1181,105,,519,2719670,1219539,758829,0.022,,8.3,0.41,0.98,0.1,0.14,,0.64,1,0.262,0.163,9,1963625
2021-04-01,US,LA,,22,,,iso1:us#iso2:us-la,445469,10161,507722,5588440,800,,9207,315,,1854,1158,103,,536,2808840,1236985,780225,0.022,,8.8,0.39,0.99,0.1,0.13,,0.62,1,0.266,0.168,20,2003199
2021-04-02,US,LA,,22,,,iso1:us#iso2:us-la,445469,10161,507974,5597308,800,,8846,330,,1829,1120,96,,0,2889690,1259048,805242,0.022,,7.4,0.47,1.0,0.1,0.12,,0.61,1,0.271,0.173,0,2047718
2021-04-03,US,LA,,22,,,iso1:us#iso2:us-la,445469,10161,508204,5602740,800,,8182,297,,1822,1071,100,,0,2903390,1277773,833412,0.023,,7.4,0.47,1.01,0.1,0.12,,0.59,1,0.275,0.179,0,2093895
2021-04-04,US,LA,,22,,,iso1:us#iso2:us-la,445469,10161,508368,5605393,800,,8183,276,,1822,1071,108,,0,2903390,1288249,846771,0.023,,7.4,0.47,1.01,0.1,0.13,,0.59,1,0.277,0.182,0,2116985
2021-04-05,US,LA,,22,,,iso1:us#iso2:us-la,446737,10165,508689,5615958,800,,8324,289,,1826,1086,101,,1268,2903390,1294498,855263,0.024,,8.7,0.4,1.02,0.1,0.12,,0.59,1,0.278,0.184,4,2131488
2021-04-06,US,LA,,22,,,iso1:us#iso2:us-la,446955,10174,509004,5631695,800,,8962,290,,1825,1144,103,,218,3052610,1294375,855231,0.024,,7.8,0.44,1.03,0.1,0.13,,0.63,1,0.278,0.184,9,2134372
2021-04-07,US,LA,,22,,,iso1:us#iso2:us-la,447655,10185,509342,5648366,800,,9279,284,,1822,1158,101,,700,3118650,1306217,870909,0.025,,8.4,0.41,1.04,0.1,0.13,,0.64,1,0.281,0.187,11,2161015
2021-04-08,US,LA,,22,,,iso1:us#iso2:us-la,448104,10200,509718,5661365,800,,9231,271,,1829,1159,87,,449,3124520,1326416,893502,0.027,,8.1,0.43,1.04,0.1,0.11,,0.63,1,0.285,0.192,15,2199349
2021-04-09,US,LA,,22,,,iso1:us#iso2:us-la,448838,10216,510096,5673001,800,,9155,277,,1833,1176,89,,734,3159400,1346239,918167,0.027,,10.4,0.33,1.05,0.1,0.12,,0.64,2,0.29,0.198,16,2239421
2021-04-10,US,LA,,22,,,iso1:us#iso2:us-la,448838,10216,510361,5680165,800,,8901,271,,1820,1149,79,,0,3279090,1363546,943720,0.027,,10.4,0.33,1.05,0.1,0.11,,0.63,2,0.293,0.203,0,2279467
2021-04-11,US,LA,,22,,,iso1:us#iso2:us-la,448838,10216,510595,5684081,800,,8627,289,,1807,1104,93,,0,3279090,1379625,967358,0.028,,10.4,0.33,1.05,0.1,0.12,,0.61,2,0.297,0.208,0,2317149
2021-04-12,US,LA,,22,,,iso1:us#iso2:us-la,449827,10241,510953,5694898,800,,8865,311,,1818,1106,89,,989,3279090,1387740,978932,0.028,,9.5,0.36,1.05,0.1,0.11,,0.61,1,0.299,0.211,25,2334618
2021-04-13,US,LA,,22,,,iso1:us#iso2:us-la,450279,10255,511279,5709694,800,,9391,309,,1820,1159,81,,452,3371870,1392126,985901,0.028,,10.2,0.34,1.05,0.1,0.11,,0.64,2,0.299,0.212,14,2345503
2021-04-14,US,LA,,22,,,iso1:us#iso2:us-la,450673,10264,511606,5723046,800,,9553,326,,1831,1165,87,,394,3421430,1397631,991200,0.029,,9.3,0.37,1.04,0.1,0.12,,0.64,1,0.301,0.213,9,2355526
2021-04-15,US,LA,,22,,,iso1:us#iso2:us-la,451476,10273,511938,5734167,800,,9395,305,,1840,1174,88,,803,3428000,1410511,1017907,0.03,,10.4,0.33,1.04,0.1,0.12,,0.64,2,0.303,0.219,9,2394289
2021-04-16,US,LA,,22,,,iso1:us#iso2:us-la,451955,10282,512288,5745621,800,,9271,311,,1928,1144,88,,479,3433110,1420282,1041033,0.029,,9.6,0.36,1.03,0.1,0.1,,0.59,1,0.306,0.224,9,2427942
2021-04-17,US,LA,,22,,,iso1:us#iso2:us-la,451955,10282,512589,5752447,800,,8861,311,,1856,1103,92,,0,3513250,1430239,1062823,0.03,,9.6,0.36,1.03,0.1,0.11,,0.59,1,0.308,0.229,0,2460469
2021-04-18,US,LA,,22,,,iso1:us#iso2:us-la,451955,10282,512811,5756677,800,,8720,322,,1861,1112,98,,0,3513250,1438593,1083119,0.03,,9.6,0.36,1.02,0.1,0.12,,0.6,1,0.309,0.233,0,2489654
2021-04-19,US,LA,,22,,,iso1:us#iso2:us-la,453351,10293,513148,5767116,800,,8892,336,,1873,1128,103,,1396,3513250,1443175,1095418,0.029,,10.8,0.32,1.01,0.1,0.12,,0.6,2,0.31,0.236,11,2507009
2021-04-20,US,LA,,22,,,iso1:us#iso2:us-la,453711,10306,513518,5783252,800,,9351,327,,1879,1178,93,,360,3543970,1445842,1102477,0.03,,10.5,0.33,1.01,0.1,0.12,,0.63,2,0.311,0.237,13,2517042
2021-04-21,US,LA,,22,,,iso1:us#iso2:us-la,454377,10316,513861,5796232,800,,9510,321,,1866,1172,94,,666,3563140,1451415,1119639,0.03,,11.4,0.3,1.0,0.1,0.12,,0.63,2,0.312,0.241,10,2540302
2021-04-22,US,LA,,22,,,iso1:us#iso2:us-la,455000,10324,514117,5804836,800,,9418,315,,1869,1149,98,,623,3569610,1458030,1139692,0.03,,10.8,0.32,1.0,0.1,0.12,,0.61,2,0.314,0.245,8,2567548
2021-04-23,US,LA,,22,,,iso1:us#iso2:us-la,455541,10336,514370,5813118,800,,9305,311,,1851,1170,95,,541,3587450,1465586,1161411,0.03,,11.0,0.31,0.99,0.1,0.12,,0.63,2,0.315,0.25,12,2597790
2021-04-24,US,LA,,22,,,iso1:us#iso2:us-la,455541,10336,514595,5818182,800,,8846,293,,1847,1122,101,,0,3612910,1472582,1180168,0.03,,11.0,0.31,0.99,0.1,0.12,,0.61,2,0.317,0.254,0,2624038
2021-04-25,US,LA,,22,,,iso1:us#iso2:us-la,455541,10336,514751,5821357,800,,8640,297,,1840,1085,96,,0,3612910,1479847,1196740,0.029,,11.0,0.31,0.99,0.1,0.11,,0.59,2,0.318,0.257,0,2648411
2021-04-26,US,LA,,22,,,iso1:us#iso2:us-la,456432,10342,515005,5830078,800,,9015,304,,1839,1081,178,,891,3612910,1483708,1204822,0.029,,9.5,0.36,0.99,0.1,0.19,,0.59,1,0.319,0.259,6,2660514
2021-04-27,US,LA,,22,,,iso1:us#iso2:us-la,456884,10352,515285,5844308,800,,9333,307,,1832,1141,119,,452,3615450,1486493,1208193,0.028,,9.8,0.35,0.99,0.1,0.15,,0.62,1,0.32,0.26,10,2666718
2021-04-28,US,LA,,22,,,iso1:us#iso2:us-la,457326,10367,515551,5856749,800,,9523,301,,1838,1149,99,,442,3633820,1491946,1221651,0.027,,9.1,0.38,0.99,0.1,0.13,,0.63,1,0.321,0.263,15,2686441
2021-04-29,US,LA,,22,,,iso1:us#iso2:us-la,457896,10376,515830,5869194,800,,9583,320,,1826,1142,101,,570,3638020,1497817,1237218,0.026,,8.9,0.39,0.99,0.1,0.13,,0.63,1,0.322,0.266,9,2708187
2021-04-30,US,LA,,22,,,iso1:us#iso2:us-la,458581,10382,516151,5880574,800,,9400,309,,1849,1153,97,,685,3668620,1498488,1237494,0.026,,9.3,0.37,0.99,0.1,0.12,,0.62,1,0.322,0.266,6,2708891
2021-05-01,US,LA,,22,,,iso1:us#iso2:us-la,458581,10382,516395,5885649,800,,9098,287,,1841,1144,97,,0,3679770,1498914,1238226,0.026,,9.3,0.37,0.99,0.1,0.12,,0.62,1,0.322,0.266,0,2709800
2021-05-02,US,LA,,22,,,iso1:us#iso2:us-la,458581,10382,516564,5888360,800,,8844,283,,1843,1064,93,,0,3679770,1499129,1238388,0.026,,9.3,0.37,0.99,0.1,0.11,,0.58,1,0.322,0.266,0,2710055
2021-05-03,US,LA,,22,,,iso1:us#iso2:us-la,459340,10393,516855,5898411,800,,9019,310,,1849,1064,81,,759,3679770,1506718,1250722,0.026,,8.9,0.39,0.99,0.1,0.09,,0.58,1,0.324,0.269,11,2730594
2021-05-04,US,LA,,22,,,iso1:us#iso2:us-la,460337,10405,517228,5914868,800,,9454,307,,1854,1127,74,,997,3687450,1508110,1252156,0.027,,10.6,0.32,0.99,0.1,0.09,,0.61,2,0.324,0.269,12,2733324
2021-05-05,US,LA,,22,,,iso1:us#iso2:us-la,460803,10418,517536,5926856,800,,9661,319,,1863,1135,77,,466,3704660,1508346,1252525,0.028,,10.7,0.32,0.99,0.1,0.1,,0.61,2,0.324,0.269,13,2733787
2021-05-06,US,LA,,22,,,iso1:us#iso2:us-la,461210,10425,517887,5937750,800,,9442,308,,1864,1125,73,,407,3715320,1534669,1303293,0.029,,10.2,0.34,0.99,0.1,0.09,,0.6,2,0.33,0.28,7,2812519
2021-05-07,US,LA,,22,,,iso1:us#iso2:us-la,461773,10433,518283,5949458,800,,9241,331,,1846,1081,83,,563,3727300,1541192,1314693,0.03,,9.8,0.35,0.99,0.1,0.1,,0.59,1,0.332,0.283,8,2830235
2021-05-08,US,LA,,22,,,iso1:us#iso2:us-la,461773,10433,518566,5955548,800,,8635,327,,1845,1061,82,,0,3754030,1541563,1315113,0.03,,9.8,0.35,0.99,0.1,0.09,,0.58,1,0.332,0.283,0,2830772
2021-05-09,US,LA,,22,,,iso1:us#iso2:us-la,461773,10433,518809,5959726,800,,8406,308,,1834,1031,83,,0,3754030,1553840,1333541,0.03,,9.8,0.35,0.98,0.1,0.09,,0.56,1,0.334,0.287,0,2861659
2021-05-10,US,LA,,22,,,iso1:us#iso2:us-la,462868,10438,519277,5972341,800,,8634,293,,1844,1037,77,,1095,3754030,1557991,1338783,0.032,,10.8,0.32,0.98,0.1,0.09,,0.56,2,0.335,0.288,5,2870888
2021-05-11,US,LA,,22,,,iso1:us#iso2:us-la,463517,10451,519635,5983621,800,,9095,313,,1850,1082,78,,649,3764480,1560515,1342255,0.034,,9.8,0.35,0.98,0.1,0.09,,0.58,1,0.336,0.289,13,2876507
2021-05-12,US,LA,,22,,,iso1:us#iso2:us-la,463997,10463,519934,5992910,800,,9349,319,,1886,1149,77,,480,3771800,1565284,1349012,0.035,,9.8,0.35,0.97,0.1,0.09,,0.61,1,0.337,0.29,12,2888086
2021-05-13,US,LA,,22,,,iso1:us#iso2:us-la,464412,10469,520302,6001768,800,,9216,304,,1841,1107,76,,415,3775620,1569918,1356658,0.036,,9.8,0.35,0.97,0.1,0.09,,0.6,1,0.338,0.292,6,2900359
2021-05-14,US,LA,,22,,,iso1:us#iso2:us-la,464833,10478,520672,6012526,800,,9050,277,,1836,1107,77,,421,3789000,1574575,1363710,0.036,,9.4,0.37,0.97,0.1,0.1,,0.6,1,0.339,0.293,9,2912089
2021-05-15,US,LA,,22,,,iso1:us#iso2:us-la,464833,10478,520921,6018202,800,,8609,250,,1845,1056,69,,0,3797620,1580440,1371256,0.036,,9.4,0.37,0.97,0.1,0.08,,0.57,1,0.34,0.295,0,2924921
2021-05-16,US,LA,,22,,,iso1:us#iso2:us-la,464833,10478,521128,6021621,800,,8583,254,,1819,1007,67,,0,3797620,1580654,1371673,0.036,,9.4,0.37,0.96,0.1,0.08,,0.55,1,0.34,0.295,0,2925419
2021-05-17,US,LA,,22,,,iso1:us#iso2:us-la,465946,10489,521343,6027972,800,,8805,286,,1819,1013,67,,1113,3797620,1580779,1371788,0.036,,9.5,0.36,0.96,0.1,0.08,,0.56,1,0.34,0.295,11,2925540
2021-05-18,US,LA,,22,,,iso1:us#iso2:us-la,466440,10500,521635,6037445,800,,9204,293,,1825,1077,74,,494,3798220,1592554,1383370,0.036,,9.0,0.38,0.95,0.1,0.09,,0.59,1,0.343,0.298,11,2949415
2021-05-19,US,LA,,22,,,iso1:us#iso2:us-la,467055,10509,521966,6047928,800,,9328,292,,1830,1124,75,,615,3803830,1597539,1389079,0.036,,9.4,0.37,0.95,0.1,0.1,,0.61,1,0.344,0.299,9,2959952
2021-05-20,US,LA,,22,,,iso1:us#iso2:us-la,467475,10517,522238,6056105,800,,9396,281,,1839,1126,74,,420,3815750,1604264,1394985,0.034,,9.4,0.37,0.95,0.1,0.09,,0.61,1,0.345,0.3,8,2972438
2021-05-21,US,LA,,22,,,iso1:us#iso2:us-la,467815,10522,522571,6065061,800,,9164,264,,1841,1120,72,,340,3834500,1612101,1402829,0.035,,9.2,0.38,0.95,0.1,0.09,,0.61,1,0.347,0.302,5,2987625
2021-05-22,US,LA,,22,,,iso1:us#iso2:us-la,467815,10522,522766,6069851,800,,8798,264,,1831,1111,70,,0,3853090,1622351,1411085,0.034,,9.2,0.38,0.95,0.1,0.09,,0.61,1,0.349,0.304,0,3005269
2021-05-23,US,LA,,22,,,iso1:us#iso2:us-la,467815,10522,522984,6073282,800,,8608,247,,1822,1044,72,,0,3853090,1628171,1416765,0.035,,9.2,0.38,0.94,0.1,0.08,,0.57,1,0.35,0.305,0,3016273
2021-05-24,US,LA,,22,,,iso1:us#iso2:us-la,468402,10535,523252,6081880,800,,8929,269,,1818,1078,74,,587,3853090,1631613,1419939,0.034,,7.5,0.46,0.94,0.1,0.09,,0.59,1,0.351,0.305,13,3022829
2021-05-25,US,LA,,22,,,iso1:us#iso2:us-la,469445,10548,523504,6092631,800,,9265,268,,1829,1122,68,,1043,3860970,1633736,1421591,0.033,,9.2,0.37,0.94,0.1,0.09,,0.61,1,0.351,0.306,13,3026351
2021-05-26,US,LA,,22,,,iso1:us#iso2:us-la,469864,10562,523801,6102854,800,,9479,263,,1830,1132,69,,419,3863900,1638719,1426743,0.032,,8.6,0.4,0.94,0.1,0.09,,0.62,1,0.353,0.307,14,3036128
2021-05-27,US,LA,,22,,,iso1:us#iso2:us-la,470331,10570,524089,6111718,800,,9483,268,,1826,1156,69,,467,3873960,1644916,1432609,0.032,,8.8,0.39,0.94,0.1,0.09,,0.63,1,0.354,0.308,8,3048106
